method,column,outliers_removed,outlier_indices,chunk_id
HBOS,Road_Accident,251,"[15360, 15368, 21000, 18443, 17937, 16402, 18963, 19989, 17431, 19993, 18458, 17949, 16418, 21030, 14889, 18987, 15918, 21038, 15409, 16433, 15925, 20537, 20539, 15421, 16958, 16959, 17471, 17982, 18496, 20029, 21570, 21061, 15942, 15431, 15432, 14922, 14924, 18510, 21582, 18000, 19537, 17490, 20563, 17492, 18005, 18518, 16983, 18008, 18009, 20570, 21591, 16476, 21595, 15456, 21602, 15971, 15464, 15976, 15466, 15977, 21096, 15981, 19566, 20077, 20079, 15986, 21107, 18548, 20597, 17016, 15486, 19072, 19073, 15491, 16515, 19075, 19076, 21635, 16010, 19597, 20621, 17556, 18581, 19095, 20633, 15516, 16540, 15006, 20124, 17062, 20137, 16044, 17071, 15536, 16048, 18611, 16052, 21172, 20152, 21690, 20668, 17598, 15043, 18628, 21701, 15559, 16585, 16589, 19150, 16591, 19151, 19661, 18642, 20688, 21206, 17623, 17624, 21722, 15069, 16097, 17124, 18660, 16105, 17643, 15596, 17133, 15086, 19698, 15091, 21234, 21235, 17655, 16632, 18683, 19196, 19203, 15111, 17159, 15626, 21258, 19725, 18190, 20237, 20750, 20241, 21774, 20755, 21776, 21780, 18200, 16665, 18201, 19226, 19740, 21784, 21794, 21796, 16167, 17704, 20264, 20267, 21294, 17200, 15665, 18738, 18740, 21813, 16189, 20797, 14661, 15685, 20293, 21318, 18256, 15185, 16721, 16722, 15700, 16723, 18258, 16215, 16216, 17241, 17755, 15200, 17249, 16738, 18786, 21857, 16233, 19821, 18798, 17263, 16240, 17775, 20337, 21869, 19828, 20853, 18810, 20865, 16258, 15236, 19845, 16266, 18827, 20875, 21389, 17806, 18319, 19344, 18321, 15763, 14740, 18839, 21399, 18329, 17819, 19868, 20895, 21409, 17826, 20389, 17318, 20904, 19370, 20907, 18356, 17335, 14784, 20422, 21448, 19914, 16335, 19920, 18899, 16345, 18908, 20445, 15326, 18403, 20451, 21476, 21477, 14823, 18409, 17392, 17907, 17909, 19447, 21499]",3
kNN,Road_Accident,0,[],3
IForest,Road_Accident,568,"[16392, 18443, 16401, 16402, 18458, 16418, 16433, 16438, 20537, 20539, 18496, 18510, 20558, 20563, 18518, 20567, 20570, 16476, 18535, 18537, 20586, 18548, 20597, 20607, 16515, 20620, 20621, 16530, 18581, 20633, 16540, 18590, 16544, 18593, 18599, 16555, 20652, 18611, 20668, 20669, 16575, 20671, 16578, 18628, 16585, 16588, 16589, 16591, 18640, 20688, 18642, 16597, 20693, 18647, 20694, 18660, 20709, 20724, 20725, 16632, 18682, 18683, 18684, 16640, 18695, 20750, 16656, 16657, 14611, 20755, 16665, 18716, 14624, 16687, 14641, 18738, 18740, 16700, 20796, 20797, 14656, 14661, 16712, 14669, 18767, 18768, 16721, 16722, 16723, 14676, 16725, 20818, 20827, 16733, 14687, 16738, 18786, 18795, 18798, 20853, 18807, 18810, 20865, 16775, 18827, 16780, 20875, 20881, 20883, 14740, 18838, 18839, 16794, 20895, 14754, 20900, 20902, 16807, 20904, 16809, 20907, 20911, 18864, 18878, 14784, 16832, 18899, 20952, 18908, 16863, 14816, 16868, 14823, 18923, 20971, 18933, 14839, 14848, 16901, 21000, 18953, 18963, 16916, 21030, 14889, 18986, 18987, 21033, 18989, 21037, 21038, 21043, 18431, 16958, 16959, 19006, 16961, 19013, 21061, 14922, 14924, 14925, 16983, 19036, 21084, 21096, 21105, 21107, 17016, 21112, 21113, 19072, 19073, 19075, 19076, 17031, 14987, 14989, 21142, 19095, 15006, 17060, 19108, 15014, 17062, 17068, 15021, 17071, 17073, 19123, 21172, 19135, 17090, 15043, 17091, 19140, 15052, 19150, 19151, 19152, 21202, 21206, 15069, 17124, 17133, 15086, 21234, 15091, 15092, 21235, 17142, 19191, 21236, 17147, 19196, 21249, 19203, 15111, 17159, 15113, 21258, 19226, 17182, 21279, 21280, 17191, 17197, 21294, 17200, 19251, 19252, 17215, 19266, 17219, 21318, 17224, 21326, 17231, 15185, 17240, 17241, 17242, 19294, 15200, 17249, 19298, 19310, 17263, 19312, 17271, 21373, 17281, 17283, 15236, 17290, 21389, 19344, 17298, 15251, 19351, 15256, 21399, 15260, 19357, 15262, 21409, 17318, 19370, 17329, 17335, 19384, 15291, 21448, 17373, 15326, 17378, 21476, 21477, 15340, 17392, 19441, 19447, 17401, 21499, 15358, 15360, 15363, 21509, 15368, 17431, 17435, 15395, 19495, 15408, 15409, 19505, 15421, 15423, 17471, 15426, 21570, 15430, 15431, 15432, 21582, 19537, 17490, 21586, 17492, 19542, 21591, 15448, 19544, 21595, 19548, 21596, 15454, 15456, 21602, 15464, 21609, 15466, 19566, 15472, 15473, 21619, 17529, 19577, 15486, 15491, 21635, 15494, 17543, 19597, 21645, 15505, 17556, 15516, 19624, 15536, 17586, 21689, 21690, 15549, 17598, 15556, 21701, 15559, 19661, 21711, 19666, 15571, 17623, 17624, 21721, 21722, 21725, 17632, 17636, 21737, 17643, 15596, 19692, 21741, 15600, 19698, 17655, 17667, 21766, 15626, 15629, 19725, 21774, 21776, 17681, 21777, 21780, 19734, 15639, 21784, 19740, 21789, 21793, 21794, 21796, 15656, 17704, 19756, 19758, 15665, 17715, 21813, 21815, 17729, 21826, 15684, 15685, 15687, 15700, 21848, 17755, 21857, 21865, 15723, 19821, 21869, 17775, 21872, 19828, 19831, 15738, 17796, 19845, 21894, 21897, 15756, 17806, 15760, 15763, 15768, 17819, 19868, 17822, 15776, 19872, 17826, 17830, 19879, 17844, 15798, 15808, 19914, 19920, 17901, 19950, 17907, 19955, 17909, 19956, 19975, 17937, 15892, 19989, 19993, 19994, 17949, 15904, 15918, 20018, 20019, 15925, 15929, 20029, 17982, 20035, 17989, 15942, 17992, 18000, 18005, 20053, 18008, 18009, 15971, 15976, 15977, 18024, 15979, 15981, 20077, 20079, 15986, 18035, 15988, 16010, 16020, 18069, 16025, 20122, 20124, 20126, 16031, 16035, 16041, 16042, 20137, 16044, 16048, 16052, 20148, 20152, 16073, 16075, 16081, 16097, 18145, 16099, 20193, 16105, 16107, 16111, 20237, 18190, 20241, 18200, 18201, 20260, 16167, 16168, 20264, 20267, 16172, 18229, 20278, 16189, 20292, 20293, 20303, 18256, 18258, 16212, 16215, 16216, 16222, 18272, 16230, 16233, 16240, 18288, 20337, 18294, 16258, 16264, 20361, 16266, 16267, 16268, 20366, 18319, 16272, 18321, 18329, 20381, 20382, 20389, 18356, 20404, 20406, 18371, 16324, 20422, 20424, 16335, 16345, 20444, 16349, 20445, 20446, 18403, 20451, 18409, 20461, 18416, 16371, 20470, 16378, 20476, 16383]",3
LODA,Road_Accident,0,[],3
OC-SVM,Road_Accident,568,"[16392, 18443, 16401, 16402, 18458, 16418, 16433, 16438, 20537, 20539, 18496, 18510, 20558, 20563, 18518, 20567, 20570, 16476, 18535, 18537, 20586, 18548, 20597, 20607, 16515, 20620, 20621, 16530, 18581, 20633, 16540, 18590, 16544, 18593, 18599, 16555, 20652, 18611, 20668, 20669, 16575, 20671, 16578, 18628, 16585, 16588, 16589, 16591, 18640, 20688, 18642, 16597, 20693, 18647, 20694, 18660, 20709, 20724, 20725, 16632, 18682, 18683, 18684, 16640, 18695, 20750, 16656, 16657, 14611, 20755, 16665, 18716, 14624, 16687, 14641, 18738, 18740, 16700, 20796, 20797, 14656, 14661, 16712, 14669, 18767, 18768, 16721, 16722, 16723, 14676, 16725, 20818, 20827, 16733, 14687, 16738, 18786, 18795, 18798, 20853, 18807, 18810, 20865, 16775, 18827, 16780, 20875, 20881, 20883, 14740, 18838, 18839, 16794, 20895, 14754, 20900, 20902, 16807, 20904, 16809, 20907, 20911, 18864, 18878, 14784, 16832, 18899, 20952, 18908, 16863, 14816, 16868, 14823, 18923, 20971, 18933, 14839, 14848, 16901, 21000, 18953, 18963, 16916, 21030, 14889, 18986, 18987, 21033, 18989, 21037, 21038, 21043, 18431, 16958, 16959, 19006, 16961, 19013, 21061, 14922, 14924, 14925, 16983, 19036, 21084, 21096, 21105, 21107, 17016, 21112, 21113, 19072, 19073, 19075, 19076, 17031, 14987, 14989, 21142, 19095, 15006, 17060, 19108, 15014, 17062, 17068, 15021, 17071, 17073, 19123, 21172, 19135, 17090, 15043, 17091, 19140, 15052, 19150, 19151, 19152, 21202, 21206, 15069, 17124, 17133, 15086, 21234, 15091, 15092, 21235, 17142, 19191, 21236, 17147, 19196, 21249, 19203, 15111, 17159, 15113, 21258, 19226, 17182, 21279, 21280, 17191, 17197, 21294, 17200, 19251, 19252, 17215, 19266, 17219, 21318, 17224, 21326, 17231, 15185, 17240, 17241, 17242, 19294, 15200, 17249, 19298, 19310, 17263, 19312, 17271, 21373, 17281, 17283, 15236, 17290, 21389, 19344, 17298, 15251, 19351, 15256, 21399, 15260, 19357, 15262, 21409, 17318, 19370, 17329, 17335, 19384, 15291, 21448, 17373, 15326, 17378, 21476, 21477, 15340, 17392, 19441, 19447, 17401, 21499, 15358, 15360, 15363, 21509, 15368, 17431, 17435, 15395, 19495, 15408, 15409, 19505, 15421, 15423, 17471, 15426, 21570, 15430, 15431, 15432, 21582, 19537, 17490, 21586, 17492, 19542, 21591, 15448, 19544, 21595, 19548, 21596, 15454, 15456, 21602, 15464, 21609, 15466, 19566, 15472, 15473, 21619, 17529, 19577, 15486, 15491, 21635, 15494, 17543, 19597, 21645, 15505, 17556, 15516, 19624, 15536, 17586, 21689, 21690, 15549, 17598, 15556, 21701, 15559, 19661, 21711, 19666, 15571, 17623, 17624, 21721, 21722, 21725, 17632, 17636, 21737, 17643, 15596, 19692, 21741, 15600, 19698, 17655, 17667, 21766, 15626, 15629, 19725, 21774, 21776, 17681, 21777, 21780, 19734, 15639, 21784, 19740, 21789, 21793, 21794, 21796, 15656, 17704, 19756, 19758, 15665, 17715, 21813, 21815, 17729, 21826, 15684, 15685, 15687, 15700, 21848, 17755, 21857, 21865, 15723, 19821, 21869, 17775, 21872, 19828, 19831, 15738, 17796, 19845, 21894, 21897, 15756, 17806, 15760, 15763, 15768, 17819, 19868, 17822, 15776, 19872, 17826, 17830, 19879, 17844, 15798, 15808, 19914, 19920, 17901, 19950, 17907, 19955, 17909, 19956, 19975, 17937, 15892, 19989, 19993, 19994, 17949, 15904, 15918, 20018, 20019, 15925, 15929, 20029, 17982, 20035, 17989, 15942, 17992, 18000, 18005, 20053, 18008, 18009, 15971, 15976, 15977, 18024, 15979, 15981, 20077, 20079, 15986, 18035, 15988, 16010, 16020, 18069, 16025, 20122, 20124, 20126, 16031, 16035, 16041, 16042, 20137, 16044, 16048, 16052, 20148, 20152, 16073, 16075, 16081, 16097, 18145, 16099, 20193, 16105, 16107, 16111, 20237, 18190, 20241, 18200, 18201, 20260, 16167, 16168, 20264, 20267, 16172, 18229, 20278, 16189, 20292, 20293, 20303, 18256, 18258, 16212, 16215, 16216, 16222, 18272, 16230, 16233, 16240, 18288, 20337, 18294, 16258, 16264, 20361, 16266, 16267, 16268, 20366, 18319, 16272, 18321, 18329, 20381, 20382, 20389, 18356, 20404, 20406, 18371, 16324, 20422, 20424, 16335, 16345, 20444, 16349, 20445, 20446, 18403, 20451, 18409, 20461, 18416, 16371, 20470, 16378, 20476, 16383]",3
Z-Score,Road_Accident,251,"[15360, 15368, 21000, 18443, 17937, 16402, 18963, 19989, 17431, 19993, 18458, 17949, 16418, 21030, 14889, 18987, 15918, 21038, 15409, 16433, 15925, 20537, 20539, 15421, 16958, 16959, 17471, 17982, 18496, 20029, 21570, 21061, 15942, 15431, 15432, 14922, 14924, 18510, 21582, 18000, 19537, 17490, 20563, 17492, 18005, 18518, 16983, 18008, 18009, 20570, 21591, 16476, 21595, 15456, 21602, 15971, 15464, 15976, 15466, 15977, 21096, 15981, 19566, 20077, 20079, 15986, 21107, 18548, 20597, 17016, 15486, 19072, 19073, 15491, 16515, 19075, 19076, 21635, 16010, 19597, 20621, 17556, 18581, 19095, 20633, 15516, 16540, 15006, 20124, 17062, 20137, 16044, 17071, 15536, 16048, 18611, 16052, 21172, 20152, 21690, 20668, 17598, 15043, 18628, 21701, 15559, 16585, 16589, 19150, 16591, 19151, 19661, 18642, 20688, 21206, 17623, 17624, 21722, 15069, 16097, 17124, 18660, 16105, 17643, 15596, 17133, 15086, 19698, 15091, 21234, 21235, 17655, 16632, 18683, 19196, 19203, 15111, 17159, 15626, 21258, 19725, 18190, 20237, 20750, 20241, 21774, 20755, 21776, 21780, 18200, 16665, 18201, 19226, 19740, 21784, 21794, 21796, 16167, 17704, 20264, 20267, 21294, 17200, 15665, 18738, 18740, 21813, 16189, 20797, 14661, 15685, 20293, 21318, 18256, 15185, 16721, 16722, 15700, 16723, 18258, 16215, 16216, 17241, 17755, 15200, 17249, 16738, 18786, 21857, 16233, 19821, 18798, 17263, 16240, 17775, 20337, 21869, 19828, 20853, 18810, 20865, 16258, 15236, 19845, 16266, 18827, 20875, 21389, 17806, 18319, 19344, 18321, 15763, 14740, 18839, 21399, 18329, 17819, 19868, 20895, 21409, 17826, 20389, 17318, 20904, 19370, 20907, 18356, 17335, 14784, 20422, 21448, 19914, 16335, 19920, 18899, 16345, 18908, 20445, 15326, 18403, 20451, 21476, 21477, 14823, 18409, 17392, 17907, 17909, 19447, 21499]",3
IQR,Road_Accident,251,"[15360, 15368, 21000, 18443, 17937, 16402, 18963, 19989, 17431, 19993, 18458, 17949, 16418, 21030, 14889, 18987, 15918, 21038, 15409, 16433, 15925, 20537, 20539, 15421, 16958, 16959, 17471, 17982, 18496, 20029, 21570, 21061, 15942, 15431, 15432, 14922, 14924, 18510, 21582, 18000, 19537, 17490, 20563, 17492, 18005, 18518, 16983, 18008, 18009, 20570, 21591, 16476, 21595, 15456, 21602, 15971, 15464, 15976, 15466, 15977, 21096, 15981, 19566, 20077, 20079, 15986, 21107, 18548, 20597, 17016, 15486, 19072, 19073, 15491, 16515, 19075, 19076, 21635, 16010, 19597, 20621, 17556, 18581, 19095, 20633, 15516, 16540, 15006, 20124, 17062, 20137, 16044, 17071, 15536, 16048, 18611, 16052, 21172, 20152, 21690, 20668, 17598, 15043, 18628, 21701, 15559, 16585, 16589, 19150, 16591, 19151, 19661, 18642, 20688, 21206, 17623, 17624, 21722, 15069, 16097, 17124, 18660, 16105, 17643, 15596, 17133, 15086, 19698, 15091, 21234, 21235, 17655, 16632, 18683, 19196, 19203, 15111, 17159, 15626, 21258, 19725, 18190, 20237, 20750, 20241, 21774, 20755, 21776, 21780, 18200, 16665, 18201, 19226, 19740, 21784, 21794, 21796, 16167, 17704, 20264, 20267, 21294, 17200, 15665, 18738, 18740, 21813, 16189, 20797, 14661, 15685, 20293, 21318, 18256, 15185, 16721, 16722, 15700, 16723, 18258, 16215, 16216, 17241, 17755, 15200, 17249, 16738, 18786, 21857, 16233, 19821, 18798, 17263, 16240, 17775, 20337, 21869, 19828, 20853, 18810, 20865, 16258, 15236, 19845, 16266, 18827, 20875, 21389, 17806, 18319, 19344, 18321, 15763, 14740, 18839, 21399, 18329, 17819, 19868, 20895, 21409, 17826, 20389, 17318, 20904, 19370, 20907, 18356, 17335, 14784, 20422, 21448, 19914, 16335, 19920, 18899, 16345, 18908, 20445, 15326, 18403, 20451, 21476, 21477, 14823, 18409, 17392, 17907, 17909, 19447, 21499]",3
MAD,Road_Accident,251,"[15360, 15368, 21000, 18443, 17937, 16402, 18963, 19989, 17431, 19993, 18458, 17949, 16418, 21030, 14889, 18987, 15918, 21038, 15409, 16433, 15925, 20537, 20539, 15421, 16958, 16959, 17471, 17982, 18496, 20029, 21570, 21061, 15942, 15431, 15432, 14922, 14924, 18510, 21582, 18000, 19537, 17490, 20563, 17492, 18005, 18518, 16983, 18008, 18009, 20570, 21591, 16476, 21595, 15456, 21602, 15971, 15464, 15976, 15466, 15977, 21096, 15981, 19566, 20077, 20079, 15986, 21107, 18548, 20597, 17016, 15486, 19072, 19073, 15491, 16515, 19075, 19076, 21635, 16010, 19597, 20621, 17556, 18581, 19095, 20633, 15516, 16540, 15006, 20124, 17062, 20137, 16044, 17071, 15536, 16048, 18611, 16052, 21172, 20152, 21690, 20668, 17598, 15043, 18628, 21701, 15559, 16585, 16589, 19150, 16591, 19151, 19661, 18642, 20688, 21206, 17623, 17624, 21722, 15069, 16097, 17124, 18660, 16105, 17643, 15596, 17133, 15086, 19698, 15091, 21234, 21235, 17655, 16632, 18683, 19196, 19203, 15111, 17159, 15626, 21258, 19725, 18190, 20237, 20750, 20241, 21774, 20755, 21776, 21780, 18200, 16665, 18201, 19226, 19740, 21784, 21794, 21796, 16167, 17704, 20264, 20267, 21294, 17200, 15665, 18738, 18740, 21813, 16189, 20797, 14661, 15685, 20293, 21318, 18256, 15185, 16721, 16722, 15700, 16723, 18258, 16215, 16216, 17241, 17755, 15200, 17249, 16738, 18786, 21857, 16233, 19821, 18798, 17263, 16240, 17775, 20337, 21869, 19828, 20853, 18810, 20865, 16258, 15236, 19845, 16266, 18827, 20875, 21389, 17806, 18319, 19344, 18321, 15763, 14740, 18839, 21399, 18329, 17819, 19868, 20895, 21409, 17826, 20389, 17318, 20904, 19370, 20907, 18356, 17335, 14784, 20422, 21448, 19914, 16335, 19920, 18899, 16345, 18908, 20445, 15326, 18403, 20451, 21476, 21477, 14823, 18409, 17392, 17907, 17909, 19447, 21499]",3
HBOS,Battery_Percentage,275,"[15872, 16900, 21509, 19460, 20998, 18953, 17930, 17932, 17404, 21008, 17432, 18969, 16409, 20507, 16415, 14880, 15392, 18464, 21540, 15914, 21034, 14894, 20528, 18995, 20019, 15930, 19515, 19008, 18498, 18504, 15945, 19016, 19017, 19530, 16973, 14926, 15950, 17487, 16977, 15442, 17997, 19022, 19532, 19544, 19035, 19036, 15453, 21086, 16994, 15974, 20373, 20073, 15467, 16497, 15474, 20083, 16500, 15477, 15479, 15992, 18044, 14972, 16509, 18046, 21632, 14977, 21119, 20108, 16013, 20109, 18063, 19094, 18586, 16542, 18081, 20642, 18595, 18597, 21159, 18089, 15531, 18606, 17583, 21166, 19633, 19634, 18100, 20148, 16566, 20154, 17595, 20157, 20670, 18112, 20161, 19657, 20684, 15566, 18639, 20686, 16081, 21714, 18134, 18646, 16088, 17625, 20698, 17628, 15582, 17119, 15585, 21730, 17125, 17127, 20202, 18667, 20718, 20208, 17650, 20210, 17141, 16118, 17653, 16120, 19190, 16634, 19192, 19193, 19197, 19701, 21239, 15616, 18688, 21761, 16131, 21252, 21763, 15623, 15115, 21773, 16142, 18191, 17680, 19215, 21778, 15638, 19735, 20759, 20763, 14623, 16160, 21281, 16674, 17700, 18725, 19240, 14634, 14636, 16173, 21807, 20784, 19761, 14644, 15157, 18746, 15164, 18237, 18750, 17727, 19262, 19264, 20284, 21312, 20292, 20804, 15174, 16711, 17735, 18246, 20298, 21322, 16716, 17742, 19278, 21329, 18260, 21332, 21334, 19801, 18266, 16733, 20830, 21854, 21237, 19299, 17252, 19301, 21354, 17264, 21367, 21879, 16250, 18812, 19837, 14720, 16257, 15234, 16770, 18817, 15237, 16262, 14727, 18312, 21376, 16268, 15761, 21396, 15253, 20886, 20887, 16278, 14743, 15768, 16792, 17816, 18325, 19356, 19870, 19871, 20377, 20894, 15788, 19372, 17838, 18355, 17332, 15293, 18366, 15807, 19389, 16833, 17346, 15354, 19396, 19910, 17866, 14796, 16849, 17361, 17363, 20436, 18393, 19931, 16860, 21468, 14816, 19940, 21478, 19433, 14826, 19436, 16365, 21486, 15855, 18928, 20044, 20463, 16371, 18935, 18936, 20985, 16890, 18939, 20988, 15358]",3
kNN,Battery_Percentage,275,"[15872, 16900, 21509, 19460, 20998, 18953, 17930, 17932, 17404, 21008, 17432, 18969, 16409, 20507, 16415, 14880, 15392, 18464, 21540, 15914, 21034, 14894, 20528, 18995, 20019, 15930, 19515, 19008, 18498, 18504, 15945, 19016, 19017, 19530, 16973, 14926, 15950, 17487, 16977, 15442, 17997, 19022, 19532, 19544, 19035, 19036, 15453, 21086, 16994, 15974, 20373, 20073, 15467, 16497, 15474, 20083, 16500, 15477, 15479, 15992, 18044, 14972, 16509, 18046, 21632, 14977, 21119, 20108, 16013, 20109, 18063, 19094, 18586, 16542, 18081, 20642, 18595, 18597, 21159, 18089, 15531, 18606, 17583, 21166, 19633, 19634, 18100, 20148, 16566, 20154, 17595, 20157, 20670, 18112, 20161, 19657, 20684, 15566, 18639, 20686, 16081, 21714, 18134, 18646, 16088, 17625, 20698, 17628, 15582, 17119, 15585, 21730, 17125, 17127, 20202, 18667, 20718, 20208, 17650, 20210, 17141, 16118, 17653, 16120, 19190, 16634, 19192, 19193, 19197, 19701, 21239, 15616, 18688, 21761, 16131, 21252, 21763, 15623, 15115, 21773, 16142, 18191, 17680, 19215, 21778, 15638, 19735, 20759, 20763, 14623, 16160, 21281, 16674, 17700, 18725, 19240, 14634, 14636, 16173, 21807, 20784, 19761, 14644, 15157, 18746, 15164, 18237, 18750, 17727, 19262, 19264, 20284, 21312, 20292, 20804, 15174, 16711, 17735, 18246, 20298, 21322, 16716, 17742, 19278, 21329, 18260, 21332, 21334, 19801, 18266, 16733, 20830, 21854, 21237, 19299, 17252, 19301, 21354, 17264, 21367, 21879, 16250, 18812, 19837, 14720, 16257, 15234, 16770, 18817, 15237, 16262, 14727, 18312, 21376, 16268, 15761, 21396, 15253, 20886, 20887, 16278, 14743, 15768, 16792, 17816, 18325, 19356, 19870, 19871, 20377, 20894, 15788, 19372, 17838, 18355, 17332, 15293, 18366, 15807, 19389, 16833, 17346, 15354, 19396, 19910, 17866, 14796, 16849, 17361, 17363, 20436, 18393, 19931, 16860, 21468, 14816, 19940, 21478, 19433, 14826, 19436, 16365, 21486, 15855, 18928, 20044, 20463, 16371, 18935, 18936, 20985, 16890, 18939, 20988, 15358]",3
IForest,Battery_Percentage,522,"[16400, 16409, 20507, 20508, 16415, 16416, 18464, 20513, 20528, 16449, 18498, 18500, 18504, 20568, 16472, 18524, 16486, 20586, 16491, 16497, 16500, 18549, 18554, 16509, 20610, 16519, 16537, 18586, 16542, 20642, 18595, 18597, 16552, 18600, 18606, 16566, 16569, 20670, 20684, 20686, 18639, 18646, 18649, 20698, 16617, 18667, 20718, 16625, 18675, 18679, 16634, 18688, 20759, 20763, 14620, 20765, 14621, 14623, 14624, 16674, 20770, 18725, 14634, 18731, 14636, 20783, 20784, 14644, 14649, 18746, 20793, 14652, 14653, 18750, 20804, 20805, 16711, 20808, 16716, 20818, 16731, 16733, 20830, 14691, 14700, 14701, 16748, 14708, 16758, 18806, 18812, 14720, 18817, 16770, 14727, 16779, 20886, 14743, 16792, 20887, 20894, 14751, 16800, 16813, 14766, 20909, 16833, 16836, 16842, 14796, 16846, 16849, 18898, 18903, 14809, 14812, 16860, 14816, 18913, 20969, 14826, 18928, 18935, 16888, 18936, 20985, 16890, 18939, 20988, 14846, 18945, 16900, 20998, 20999, 18953, 16907, 18956, 21008, 18969, 18973, 14880, 14886, 21034, 14893, 14894, 18995, 19000, 19001, 19008, 21058, 14917, 19016, 19017, 16973, 14926, 19022, 16977, 21077, 14935, 19033, 19035, 19036, 21086, 16994, 14972, 21119, 14977, 17037, 19092, 19094, 17054, 15012, 21159, 21166, 17074, 17082, 17087, 19156, 15061, 15067, 17119, 17125, 17127, 17129, 17141, 15094, 19190, 19192, 19193, 21237, 21239, 19197, 17153, 21252, 15109, 15115, 19215, 15120, 21274, 15136, 21281, 17186, 19240, 19247, 15157, 19256, 15164, 19262, 21311, 19264, 21312, 15174, 21322, 19278, 21327, 21328, 21329, 21332, 21334, 19299, 17252, 19301, 17257, 21354, 17261, 19311, 17264, 17270, 21367, 17273, 17277, 15232, 21376, 15234, 15237, 21396, 15253, 19349, 17308, 19356, 21406, 17319, 17321, 17323, 19372, 17330, 19378, 17332, 21431, 15292, 15293, 17341, 19389, 21440, 17346, 19396, 15303, 17352, 19400, 21453, 17361, 15315, 17363, 21468, 21471, 19426, 21478, 19433, 19435, 19436, 21486, 21493, 15354, 17404, 17406, 15358, 19455, 19460, 21509, 19466, 21519, 21526, 17432, 17436, 21532, 19486, 15392, 19488, 19489, 21540, 21557, 15417, 19515, 21567, 15427, 19530, 19532, 17487, 15440, 21584, 15442, 15448, 19544, 15453, 19555, 17508, 15467, 17517, 15474, 15477, 15479, 19581, 21632, 15511, 17570, 21670, 21673, 15531, 19630, 17583, 21679, 19633, 19634, 15540, 15542, 19639, 15545, 17595, 15548, 19646, 21695, 15557, 19657, 15566, 15570, 21714, 17625, 17628, 15582, 15585, 21730, 17640, 19690, 17650, 17653, 19701, 21758, 15616, 21761, 21763, 19717, 15623, 21767, 21773, 19727, 17680, 21778, 15638, 19735, 15642, 19739, 21790, 17700, 21807, 15664, 19761, 15671, 19773, 17727, 19779, 17735, 15693, 17742, 17748, 21844, 19801, 21849, 15710, 21854, 17760, 15723, 21879, 19837, 17797, 19846, 21896, 15761, 15768, 17816, 15770, 15771, 19870, 19871, 17824, 17825, 15788, 19884, 17838, 17844, 17847, 19897, 15807, 19910, 17866, 19917, 19931, 19933, 15838, 17892, 19940, 19942, 17901, 15855, 15872, 17930, 17932, 19990, 15895, 20002, 15914, 15916, 20015, 15921, 20019, 15930, 15945, 20044, 17997, 15950, 20047, 18019, 15973, 15974, 20073, 20080, 20083, 15992, 18040, 18044, 18046, 20099, 20106, 20108, 16013, 20109, 18063, 16022, 18081, 20131, 18089, 18095, 18100, 20148, 18102, 20154, 18109, 20157, 18112, 20161, 18116, 20168, 16081, 18134, 16088, 20202, 20208, 20210, 16118, 16120, 18171, 16130, 16131, 16142, 18191, 18202, 16160, 16162, 18211, 18216, 18219, 16173, 18226, 18230, 20284, 18237, 16192, 20292, 18246, 16201, 20298, 18260, 16218, 18266, 20327, 16250, 16257, 20357, 16262, 18312, 16268, 18325, 16278, 20373, 20377, 16282, 18355, 18361, 18366, 16320, 16321, 16338, 20436, 20437, 18393, 20448, 20453, 16364, 16365, 20463, 20464, 16371, 18427]",3
